checked_at_kst,source_path,source_kind,layer_name,column_name,data_type,row_count,null_count,null_rate,distinct_count,duplicate_nonnull_count,empty_string_count,whitespace_only_count,pseudo_missing_count,leading_zero_count,min,max,mean,std,q01,q25,q50,q75,q99,negative_count,zero_count,nonfinite_count,id_candidate,join_candidate,compression,notes
2026-07-23T22:09:02+09:00,/members/dhnyu/fusedata/seoul/seoul_buildings_vworld_attributes.parquet,Parquet,,A13,string,723875,167399,0.2312540148506303,23921,532555,0,0,0,0,,,,,,,,,,,,,False,False,"[""ZSTD""]",
2026-07-23T22:09:03+09:00,/members/dhnyu/fusedata/seoul/seoul_buildings_vworld_attributes.parquet,Parquet,,A14,double,723875,0,0.0,136530,587345,,,,,-24.07,15297327.0,1108.205943414501,55409.869605546184,0.0,30.205,192.42,423.04,11338.100840000006,1,167513,0,False,False,"[""ZSTD""]",
2026-07-23T22:09:03+09:00,/members/dhnyu/fusedata/seoul/seoul_buildings_vworld_attributes.parquet,Parquet,,A15,double,723875,905,0.0012502158521844242,44027,678943,,,,,0.0,38890120.0,1455.0179222405911,82373.5980201331,0.0,0.0,0.0,175.2074,5470.830799999838,0,379532,0,False,False,"[""ZSTD""]",
2026-07-23T22:09:03+09:00,/members/dhnyu/fusedata/seoul/seoul_buildings_vworld_attributes.parquet,Parquet,,A16,double,723875,179,0.0002472802624762563,6197,717499,,,,,-4.8,11700.0,5.915734299139418,16.83248616709589,0.0,0.0,0.0,10.2,48.9,1,408637,0,False,False,"[""ZSTD""]",
2026-07-23T22:09:03+09:00,/members/dhnyu/fusedata/seoul/seoul_buildings_vworld_attributes.parquet,Parquet,,A17,double,723875,1036,0.0014311863236055949,14998,707841,,,,,0.0,79095.0,25.36368242292491,172.88505031556113,0.0,0.0,0.0,56.71,72.19,0,392408,0,False,False,"[""ZSTD""]",
2026-07-23T22:09:03+09:00,/members/dhnyu/fusedata/seoul/seoul_buildings_vworld_attributes.parquet,Parquet,,A18,double,723875,1083,0.001496114660680366,43862,678930,,,,,0.0,6480.06,75.88605161379434,102.38792161335863,0.0,0.0,0.0,150.19,365.98989999999645,0,391449,0,False,False,"[""ZSTD""]",
2026-07-23T22:09:03+09:00,/members/dhnyu/fusedata/seoul/seoul_buildings_vworld_attributes.parquet,Parquet,,A19,string,723875,165920,0.22921084441374548,94926,463029,0,0,0,0,,,,,,,,,,,,,False,False,"[""ZSTD""]",
2026-07-23T22:09:03+09:00,/members/dhnyu/fusedata/seoul/seoul_buildings_vworld_attributes.parquet,Parquet,,A20,string,723875,169913,0.23472699015714038,2,553960,0,0,0,0,,,,,,,,,,,,,False,False,"[""ZSTD""]",
2026-07-23T22:09:03+09:00,/members/dhnyu/fusedata/seoul/seoul_buildings_vworld_attributes.parquet,Parquet,,A21,string,723875,42316,0.058457606630979105,673163,8396,0,0,0,0,,,,,,,,,,,,,False,False,"[""ZSTD""]",
2026-07-23T22:09:03+09:00,/members/dhnyu/fusedata/seoul/seoul_buildings_vworld_attributes.parquet,Parquet,,A22,string,723875,0,0.0,1,723874,0,0,0,0,,,,,,,,,,,,,False,False,"[""ZSTD""]",
2026-07-23T22:09:03+09:00,/members/dhnyu/fusedata/seoul/seoul_buildings_vworld_attributes.parquet,Parquet,,A23,string,723875,0,0.0,38,723837,0,0,0,0,,,,,,,,,,,,,False,False,"[""ZSTD""]",
2026-07-23T22:09:03+09:00,/members/dhnyu/fusedata/seoul/seoul_buildings_vworld_attributes.parquet,Parquet,,A24,string,723875,620017,0.8565249525125195,53488,50370,0,8,8,11,,,,,,,,,,,,,False,False,"[""ZSTD""]",
2026-07-23T22:09:03+09:00,/members/dhnyu/fusedata/seoul/seoul_buildings_vworld_attributes.parquet,Parquet,,A25,string,723875,663787,0.9169911932308755,16437,43651,0,6,6,14,,,,,,,,,,,,,False,False,"[""ZSTD""]",
2026-07-23T22:09:03+09:00,/members/dhnyu/fusedata/seoul/seoul_buildings_vworld_attributes.parquet,Parquet,,A26,int32,723875,43,5.940252115351407e-05,59,723773,,,,,0.0,69.0,2.587923717105627,3.0097191026217467,0.0,1.0,2.0,4.0,16.0,0,166817,0,False,False,"[""ZSTD""]",
2026-07-23T22:09:03+09:00,/members/dhnyu/fusedata/seoul/seoul_buildings_vworld_attributes.parquet,Parquet,,A27,int32,723875,874,0.0012073907787946813,11,722990,,,,,0.0,10.0,0.5646257750680843,0.6041079726644696,0.0,0.0,1.0,1.0,2.0,0,340513,0,False,False,"[""ZSTD""]",
2026-07-23T22:09:03+09:00,/members/dhnyu/fusedata/seoul/seoul_buildings_vworld_attributes.parquet,Parquet,,A28,string,723875,120244,0.16611155240891037,3820,599811,0,0,0,0,,,,,,,,,,,,,False,False,"[""ZSTD""]",
2026-07-23T22:09:03+09:00,/members/dhnyu/fusedata/seoul/seoul_buildings_vworld_attributes.parquet,Parquet,,source_feature_index,int32,723875,0,0.0,703787,20088,,,,,1.0,992483.0,355759.8435903989,208078.81012672035,7238.74,179377.5,350565.0,531053.5,900222.26,0,0,0,False,False,"[""ZSTD""]",
2026-07-23T22:09:03+09:00,/members/dhnyu/fusedata/seoul/seoul_buildings_vworld_attributes.parquet,Parquet,,source_zip,string,723875,0,0.0,3,723872,0,0,0,0,,,,,,,,,,,,,False,False,"[""ZSTD""]",
2026-07-23T22:09:03+09:00,/members/dhnyu/fusedata/seoul/seoul_buildings_vworld_attributes.parquet,Parquet,,source_layer,string,723875,0,0.0,5,723870,0,0,0,0,,,,,,,,,,,,,False,False,"[""ZSTD""]",
2026-07-23T22:09:03+09:00,/members/dhnyu/fusedata/seoul/seoul_buildings_vworld_attributes.parquet,Parquet,,processed_at,string,723875,0,0.0,30,723845,0,0,0,0,,,,,,,,,,,,,False,False,"[""ZSTD""]",
2026-07-23T22:09:03+09:00,/members/dhnyu/fusedata/seoul/seoul_buildings_vworld_attributes.parquet,Parquet,,target_epsg,int32,723875,0,0.0,1,723874,,,,,5186.0,5186.0,5186.0,0.0,5186.0,5186.0,5186.0,5186.0,5186.0,0,0,0,False,False,"[""ZSTD""]",
2026-07-23T22:09:03+09:00,/members/dhnyu/fusedata/seoul/seoul_buildings_vworld_attributes.parquet,Parquet,,geometry_layer,string,723875,0,0.0,1,723874,0,0,0,0,,,,,,,,,,,,,False,False,"[""ZSTD""]",
